stars,title,tags,details,link,comments,author
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2323",もっと気軽にアウトプットできる技術ブログサービス「Qrunch（クランチ）」をリリースした【個人開発】,"[""Webサービス"", ""個人開発"", ""Ruby"", ""Markdown"", ""Rails""]"," , メールサーバー
CloudFlare（CDN）
Git , GitHub
Railsを始めて使った
私自身、今までいくつかWebサービスを作ってきたのですが、その時は毎回PHP",https://qiita.com//terubooon/items/95a561d163d26bbfe274,39,terubooon
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2306",動的言語だけやってた僕が、38日間Go言語を書いて学んだこと,"[""Go"", ""PHP"", ""Java""]","筆者のバックグランド
PHP歴、JavaScript歴10年~
Python 3ヶ月くらい
Ruby 1日
静的言語経験ほぼ皆無(Java 3日くらい、Scala 3日くらい ...",https://qiita.com//suin/items/22662f43b6a6e8728798,2,suin
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2259",Cookieとセッションをちゃんと理解する,"[""PHP""]","引用/参考書籍
「よくわかるPHPの教科書」
「初めてのPHP5」
「パーフェクトPHP」
「体系的に学ぶ安全なWebアプリケーションの作 ...",https://qiita.com//hththt/items/07136ad74127999df271,2,hththt
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2117",Python Django入門 (1),"[""Python"", ""Django""]","(JSONを返すAPIを作る)
学習対象者
JavaもしくはPHPは、やったことがあるんだけど、というPython以外の開発経験がある方を想定しています。",https://qiita.com//kaki_k/items/511611cadac1d0c69c54,3,kaki_k
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2080",2018年のフロントエンドエンジニアならこの程度は知ってて当然だよな？,"[""JavaScript"", ""フロントエンド"", ""エンジニア""]","トランスパイラ
要するにPHP7とかPHP8で書いたソースをPHP5に変換するみたいなもの。
Babel
ES6で書いたJavaScrip ...",https://qiita.com//rana_kualu/items/96b303307d6435aedf8b,25,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}2018",iPadでプログラミングしてる人、今まで馬鹿にしててすみませんでしたァァァァ!!!!,"[""JavaScript"", ""HTML"", ""CSS"", ""Vue.js"", ""iPhone""]","PHPとかNode.jsとかのバックエンドの管理もできn」
?!?!?!(ssh, sftpで外部接続...?!",https://qiita.com//Mahito6/items/94c5720a7d477eb4c2f1,21,Mahito6
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1997",Webアプリケーションフレームワーク導入時に考慮すべき22の観点,"[""設計"", ""DDD"", ""アーキテクチャ"", ""フレームワーク""]",一方、Google GuiceやPHPのLaravelなどは、バインディング定義は自前で書かねばならず、Springと比較すると少しメンドクサイ。 アプリケーションコード内で ...,https://qiita.com//tmknom/items/08b69594e32a92bccee5,10,tmknom
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1985",新卒の子にどこまで勉強すれば良いですかね？と聞かれた件,"[""学習"", ""エンジニア"", ""生存戦略"", ""効率化"", ""新人プログラマ応援""]","ほとんどの現場がデスマーチ状態だったので、2ヶ月くらい前に転職して、
現在はホワイトな会社のリクルート住まいカンパニーで、PHPを書いています。 Linuxなど）
RDBMS ...",https://qiita.com//daijinload/items/0ee132950087da9366df,7,daijinload
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1972",プログラムの可読性を上げるための条件分岐を減らす方法7個,"[""可読性"", ""JavaScript"", ""PHP""]","こちらの記事は以下のブログに移行しました
https://memorandumrail.com/program-conditional-branch/
",https://qiita.com//ddtaka/items/b178358ebc5b38c6906a,39,ddtaka
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1958",【Laravel 6 & PHP 7.4 対応】Vue + Vue Router + Vuex + Laravel チュートリアル（全16回）を書きました。,"[""Vue.js"", ""vue-router"", ""Vuex"", ""Laravel"", ""チュートリアル""]","2020/1/5 更新
チュートリアルを Laravel バージョン6 & PHP 7.4 に対応し、加筆修正しました。 Node
npm
Vue.js
Vue Ro ...",https://qiita.com//MasahiroHarada/items/2597bd6973a45f92e1e8,7,MasahiroHarada
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1958",1分でも早く仕事を終わらせるためにVSCodeにできること,"[""VSCode"", ""効率化"", ""IDE""]","また、対応している言語が執筆時現在は、
Javascript
PHP
Typescript
の3つだけとなっています。",https://qiita.com//EaE/items/4ca1b35396eba682a86f,13,EaE
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1954",2020年の開発者が知っておくべき11の必須スキル,"[""プログラミング"", ""初心者"", ""日本語訳"", ""スキルアップ""]",結局私はPHPから入りましたが、今なら最初はJavaScriptでいいんじゃないですかね。知らんけど。,https://qiita.com//rana_kualu/items/c79a16ff503c86b27483,9,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1904",2018年の最先端バックエンドエンジニアになろう,"[""Node.js"", ""PHP"", ""バックエンド""]",例えばPHPやNode.jsを使っているのであれば、PythonやRubyではなく、ErlangやGolangを試してみてください。 例えばPHPには,https://qiita.com//rana_kualu/items/19ab559dddbca6674417,2,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1850",意外ととっつきやすいOSS開発参加方法まとめ,"[""新人プログラマ応援"", ""OSS"", ""初心者""]","PHP: http://www.moongift.jp/tag/php
Java: http://d.hatena.ne.jp/taichitaichi/2 ...",https://qiita.com//shunsuke227ono/items/94dd6e707d34a1da2617,2,shunsuke227ono
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1838",Dockerで即実行できる、社内・自宅向けオープンソースWebアプリ,"[""Docker"", ""docker-compose"", ""OSS"", ""GitBucket"", ""Redmine""]",Cute File Browser with jQuery and PHP | Tutorialzineをベースに、作者がnodejsで実装したもの。,https://qiita.com//y_hokkey/items/406b5a8c4bc15354d069,,y_hokkey
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1826",EC2でブログを立ち上げた途端に来た、怪しい攻撃たち,"[""AWS"", ""Linux""]",ミドルウェアとしてはNginxとMySQLを入れていて、CMSとしては、私が苦手なPHPで動くWordpressではなく、Node.jsで動くGhostを入れました。 xxx ...,https://qiita.com//KMim/items/60c1ce893c09872acd15,18,KMim
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1824",Webエンジニア1年目の自分に捧げたい本・記事を超まとめ,"[""技術書"", ""新人プログラマ応援"", ""初心者"", ""まとめ""]","読んでおきたい記事など
やめた方が良いコーディング・設計、アンチパターン
HTML、PHP、Java、Scala、データベース、リリース手順などなど、あらゆる領域の設計・コー ...",https://qiita.com//virtual_techX/items/35034d28cdb9255367ba,13,virtual_techX
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1786",null安全でない言語は、もはやレガシー言語だ,"[""Swift"", ""Java"", ""JavaScript"", ""Python"", ""Kotlin""]","crystal-lang.org
Flow
Maybe Types
JavaScript
Quick Reference
Try Flow
Hack
Nullable
PHP ...",https://qiita.com//koher/items/e4835bd429b88809ab33,31,koher
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1781",nginx と PHP-FPM の仕組みをちゃんと理解しながら PHP の実行環境を構築する,"[""PHP"", ""php-fpm"", ""Apache"", ""nginx""]","前書き
PHP の実行環境を構築する場合、ググると大体 nginx と PHP-FPM を設定し PHP の実行環境を構築する記事が沢山出 ...",https://qiita.com//kotarella1110/items/634f6fafeb33ae0f51dc,4,kotarella1110
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1761",Node.js を5分で大雑把に理解する,"[""Node.js""]","JavaScript アプリケーションのプラットフォーム
Node.jsでは、Webサーバとアプリケーションが同じ
PHPのWebサイトで無理やり例えると、Apache +  ...",https://qiita.com//hshimo/items/1ecb7ed1b567aacbe559,7,hshimo
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1758",Webフロントエンド表示速度、最速化手法まとめ,"[""HTML5"", ""パフォーマンス"", ""JavaScript"", ""CSS""]",たいていDBへの接続／無駄なSQL発行／インデックス使われていない／PHPが重い／エラー吐きまくりあたりを見なおせばOK。,https://qiita.com//zaru/items/51ee8a5be22b75a42927,1,zaru
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1738",技術的負債とどうやって戦うか,"[""設計"", ""PHP"", ""JavaScript"", ""Ruby""]","プロジェクトが進行するにつれて増える『負債』
長いプロジェクトに携わっていると、技術的負債をいつ返すのかが課題になってきます。
リファクタリングはいつの時点でやるのか、これは長いプロジェクトを運...",https://qiita.com//kamykn/items/ad687e772da454e3f614,,kamykn
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1704",0からREST APIについて調べてみた,"[""REST-API""]",PHPフレームワークでは、JSONやXMLで返却するという機能を標準で持っているものもある。,https://qiita.com//masato44gm/items/dffb8281536ad321fb08,2,masato44gm
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1698",PHPオブジェクト指向入門（前半）,"[""PHP"", ""oop"", ""オブジェクト指向"", ""真夏の夜の淫夢""]","PHPでは問題ないようです。Javaではダメです。
マジックメソッドって他に何かあるの？
PHP Manual - マジックメソッド 
上記に全部記載されて ...",https://qiita.com//mpyw/items/41230bec5c02142ae691,10,mpyw
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1685",5分で理解する React.js,"[""JavaScript"", ""React""]",JavaScriptのコード中に（PHPの様に）「HTMLタグ(っぽいもの)」を書ける。,https://qiita.com//tomzoh/items/7fabe7cb57dd96425867,1,tomzoh
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1666",HTTP/1.1 200 OK,"[""rest"", ""JavaScript""]","PHP7
　インフラ関係はこのくらいにして、そろそろ言語にいこう。
　PHPは去年の暮れに7が出たばかりのようで、いまはちょっと微妙な時期だなと思った。 A ...",https://qiita.com//katanov/items/1d99d27844392e380ec7,2,katanov
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1659",Git-flowって何？,"[""Git"", ""GitHub""]","git add hagehage.php
git commit -m ""hogehoge""        
addとcommitが完了したら、pushを行います。 git a ...",https://qiita.com//KosukeSone/items/514dd24828b485c69a05,7,KosukeSone
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1652",エンジニア採用面接での「質問項目」と「意図」を公開する（2021年2月更新）,"[""面接"", ""エンジニア"", ""採用""]","各技術（ex. ruby,php,react.js/vue.js/アーキテクト/インフラ)は、組織内で最も詳しい人たちから深堀り
意図：どこまでその技術で課題解決が行えるか（ ...",https://qiita.com//kamesennin/items/fc8242f7c395b828f650,,kamesennin
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1640",ノンプログラマーが3ヶ月でWebサービスを作ってみた,"[""Rails"", ""Ruby"", ""Bootstrap"", ""Heroku""]","http://blog.btrax.com/jp/2014/06/30/startup-languages/
PHPとRubyを徹底比較！ 開発効率をあげて収益を増やす
ht ...",https://qiita.com//tabbyz/items/6513e84f319843c316d5,4,tabbyz
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1614",関数型言語のウソとホント,"[""関数型言語"", ""JavaScript"", ""Haskell""]","0,460
1399
1% 0% 0% 100%
46
Ruby JRuby #2
6 min
6 min
713,580
1137
0% 1% 1% 100%
90
PHP ...",https://qiita.com//hiruberuto/items/26a813ab2b188ca39019,77,hiruberuto
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1610",Web Developer Roadmap 2018が2019年版になっていたので比較してみる,"[""devops"", ""frontend"", ""Backend"", ""ロードマップ""]",Node.jsかPHPは簡単に始められるしセットアップも早い。 2018にもありましたが、ロードマップ作者はNodeとPHPがお気に入りみたいです。Goを学 ...,https://qiita.com//ushironoko/items/a2420cf4a28af56907e5,17,ushironoko
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1595",DI・DIコンテナ、ちゃんと理解出来てる・・？,"[""DI"", ""PHP""]","このような各オブジェクトの作り方を知ってるcontainer.phpを作ってみます。
container.php
<?php
req ...",https://qiita.com//ritukiii/items/de30b2d944109521298f,3,ritukiii
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1581",Firebaseを使い始めたら人生が変わった(ような気がした),"[""iOS"", ""Firebase""]",PHP7 + Slim3製。,https://qiita.com//owen/items/c51c6ec27c9e2f5804b0,1,owen
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1561",ログ設計指針,"[""Java"", ""PHP"", ""log"", ""ShellScript"", ""EC-CUBE""]","PHP における PSR-3 では、さらに細分化され emergency, alert, critical, error, warning, notice, info, de ...",https://qiita.com//nanasess/items/350e59b29cceb2f122b3,2,nanasess
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1534","初心者がAWSでミスって不正利用されて$6,000請求、泣きそうになったお話。","[""AWS""]","僕は普段PHPの仕事をしつつ、半分以上ディレクターのしごとをしているのですが、ハッカソンは参加します。
Rails？CakePHPみたいなもんでしょ？と、余裕のしたり顔で参加 ...",https://qiita.com//mochizukikotaro/items/a0e98ff0063a77e7b694,19,mochizukikotaro
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1531",もう管理画面のフロントコードを書く必要はありません、そう Viron ならね。,"[""swagger"", ""OpenAPI"", ""OpenAPI-Specification"", ""Node.js"", ""riot""]",またサーバ側の言語は、javaでもNodeでもPHPでも使えるので、色々なエンジニアが使えます。そしてあらゆるサービスに使える広い汎用性も強みですね。,https://qiita.com//tosaka07/items/87ef283db4b2ee19b636,5,tosaka07
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1492",英語力と技術力向上のための海外Tech系Youtuber10選 +n,"[""YouTube"", ""Python"", ""JavaScript"", ""学習"", ""英語""]",Node.js、Angular 2、React.js、PHP、Rails、HTML、CSSなど、Web開発とプログラミングチュートリアルを主に扱う。フルスタックにおすすめ。,https://qiita.com//e99h2121/items/81aad5a2b5be667b93cb,9,e99h2121
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1479",React+Redux入門,"[""React"", ""redux"", ""react-redux"", ""新人プログラマ応援""]",でも、なんか難しそうとか、ReactってPHPみたいにViewにロジック混ざりそうとか感じて尻込みしていませんか？それはただの誤解かもしれません。 っていうブログが話題になっ ...,https://qiita.com//erukiti/items/e16aa13ad81d5938374e,3,erukiti
